,COIN,PRICE,1H,24H,7D,24 H VOLUME ,MKT CAP,CIRCULATING SUPPLY,ATH,ATL,TRADING VOLUME,INITIAL RICE ($)
835,0chain ZCN ZCN,$0.441229,-1.1%,8.7%,-8.1%,"$134,900","$21,674,419",0 ZCH,$0.01,$0.00,0.00 ZCH,0.6165
116,0x ZRX ZRX,$0.845779,0.005,-0.017,-0.212,"$241,687,156","$715,921,393","847,496,055 ZRX",$2.53,$0.10,"1,000,000,000ZRX",0.3515
148,1inch 1INCH 1INCH,$1.34,0.013,0.015,-0.13,"$50,773,653","$555,042,941","415,048,443 1INCH",$7.87,$0.76,"1,500,000,000 1INCH",1.59
797,3X Long Ethereum Token ETHBULL ETHBULL,$220.80,0.5%,12.1%,-12.9%,"$1,140,777","$24,905,714",,"$29,749.31",$33.70,"2,688.7 ETHBULL","4,037"
857,88mph MPH MPH,$15.96,-2.2%,6.8%,-14.6%,"$476,364","$20,150,109","465,279 MPH",$229.90,$5.98,"485,535.65 MPH",85.16
858,AAG Ventures AAG AAG,$0.077341701592,1.4%,4.1%,-10.5%,"$67,286.07","$20,096,285","257,312,164 AAG",$0.45,$0.03,"1,000,000,000 AAG",0.3247
54,Aave AAVE AAVE,$169.68,0.014,-0.018,-0.09,"$348,116,674","$2,334,065,794","13,713,285 AAVE",$666.86,$0,"16,000,000 AAVE",42.2
384,Aavegotchi GHST GHST,$1.89,-0.2%,1.3%,-1.1%,"$18,462,456","$113,143,153","54,718,491 GHST",$3.25,$0.42,"56,482,654.82 GHST",0.57
171,Acala ACA ACA,$1.15,0.008,0.029,-0.212,"$19,745,590","$428,438,424","408,473,590 ACA",$0.21,$0.00,"100,000,000 ACA",0.42
822,Adappter Token ADP ADP,$0.029732696711,0.5%,5.4%,-7.4%,"$963,034","$22,854,810","771,516,407 ADP",$0.16,$0.01,"4,960,497,045 ADP",0.021
379,Adshares ADS ADS,$4.55,0.4%,2.3%,-4.0%,"$3,497,182","$114,432,983","26,284,179 ADS","$1,548.86",$0.00,"38,758,206 ADS",0.1373
462,Adventure Gold AGLD AGLD,$1.05,0.5%,5.0%,-27.1%,"$20,224,729","$80,722,911","70,170,001 AGLD",$7.63,$0.36,"70,170,001 AGLD",3.89
436,Aergo AERGO AERGO,$0.240510,-0.3%,2.9%,-1.4%,"$28,048,176","$88,150,082",,$0.00,$0.00,"100,000,000,000 AERO",0.1134
654,Aeternity AE AE,$0.104648,0.011,0.056,-0.029,"$6,345,976","$41,734,806","354,479,013 AE",$5.86,$0.05,"400,299,956.5 AE",1.3348
655,Aion AION AION,$0.082225204668,0.003,0.004,-0.099,"$2,923,221","$41,420,206","501,505,081 AION",$11.51,$0.02,"501,505,081 AION",1.2091
413,AIOZ Network AIOZ AIOZ,$0.174828,-1.0%,6.6%,-11.6%,"$772,628","$96,722,351","553,434,805 AIOZ",$2.67,$0.06,"1,000,000,000 AIOZ",1.8741
817,AirSwap AST AST,$0.134769,-0.1%,-0.1%,-9.6%,"$193,210","$23,225,118","150,000,000 AST",$2.08,$0.01,"500,000,000 AST",0.2644
772,Akropolis AKRO AKRO,$0.010165964594,-0.2%,2.1%,-14.3%,"$2,768,637","$27,539,890","4,878,577,183 AKRO",$0.09,$0.00,"5,000,000,000 AKRO",0.02685
979,Alchemist MIST MIST,$9.79,0.4%,9.2%,-3.4%,"$713,179","$13,343,739","1,138,093 MIST",$225.36,$5.50,"1,138,093 MIST",177.77
424,Alchemix ALCX ALCX,$71.69,0.3%,-2.6%,-6.4%,"$6,836,577","$91,643,580","1,287,618 ALCX","$11,060.63",$28.25,"1,512,254.66 ALCX",1.0139
284,Alchemix USD ALUSD ALUSD,$0.998390,0.001,0.001,0.017,"$4,177,426","$185,968,212","238,707,111 ALUSD",$2.55,$0.93,"3,291,070.18 ALUSD","1,038.46"
362,Alchemy Pay ACH ACH,$0.028608654439,-0.4%,-1.5%,-15.9%,"$9,526,647","$124,671,982","4,438,237,977 ACH",$0.20,$0.00,"10,000,000,000 ACH",0.03052
573,Aleph.im ALEPH ALEPH,$0.261560,-0.1%,0.0%,0.0%,"$226,935","$52,644,395","202,678,847 ALEPH",$0.87,$0.02,"500,000,000 ALEPH",0.07007
552,Alethea Artificial Liquid Intelligence Token ALI ALI,$0.050659708905,0.4%,-11.0%,-32.7%,"$1,493,777","$56,355,307","1,115,000,000 ALI",$0.20,$0.02,"10,000,000,000 ALI",0.05684
33,Algorand ALGO ALGO,$0.682002,0.002,0.025,-0.079,"$139,672,863","$4,595,587,442","6,811,465,445 ALGO",$3.28,$0.10,"7,219,370,685.07 ALGO",1.5373
386,Alien Worlds TLM TLM,$0.090844931709,0.6%,3.4%,-10.0%,"$48,638,549","$112,690,692","914,030,370 TLM",$7.19,$0.02,"5,189,345,239.47 TLM",3.3787
823,Alkimi $ADS $ADS,$0.236958,-0.1%,-1.8%,1.1%,"$157,502","$22,377,469","94,360,245 $ADS",$3.87,$0.13,0.00 $ADS,0.4988
460,AllianceBlock ALBT ALBT,$0.192616,0.4%,4.9%,-8.6%,"$551,502","$81,432,287","232,955,783 ALBT",$1.35,$0.03,"1,000,000,000 ALBT",0.1319
472,Alpaca Finance ALPACA ALPACA,$0.505997,0.1%,-1.4%,-25.7%,"$4,476,500","$77,990,766","141,603,872 ALPACA",$8.60,$0.25,"144,858,125.19 ALPACA",3.9955
329,Alpha Venture DAO ALPHA ALPHA,$0.330843,0.1%,1.9%,-15.1%,"$7,244,269","$147,874,129","446,330,126 ALPHA",$2.92,$0.03,"1,000,000,000 ALPHA",0.04334
512,Alpine F1 Team Fan Token ALPINE ALPINE,$5.70,0.6%,-1.5%,-1.8%,"$31,105,928","$64,678,598","11,360,000 ALPINE",$11.48,$1.26,"40,000,000 ALPINE",6.65
918,Altair AIR AIR,$0.041268207367,0.4%,9.2%,-6.3%,"$36,675.28","$15,774,025",,$0.14,$0.02,0.00 AIR,0.1378
750,Altura ALU ALU,$0.047689391844,-1.3%,2.8%,-11.4%,"$330,942","$29,841,980","625,757,089 ALU",$0.46,$0.00,"990,000,000 ALU",0.02505
98,Amp AMP AMP,$0.021320168533,-0.002,-0.038,-0.063,"$12,301,403","$1,025,813,035","42,227,702,186 AMP",$0.12,$0.00,"99,213,408,535 AMP",0.01142
402,Ampleforth AMPL AMPL,$1.22,0.6%,4.7%,6.0%,"$785,746","$104,204,566","85,748,898 AMPL",$4.04,$0.29,"86,200,902.91 AMPL",1.6245
623,Ampleforth Governance Token FORTH FORTH,$5.30,0.008,0.013,-0.15,"$2,455,809","$45,852,547","15,297,897 FORTH",$71.37,$1.98,"15,297,897.14 FORTH",45.33
130,Anchor Protocol ANC ANC,$1.85,0.005,-0.038,-0.136,"$32,087,577","$629,286,015","345,317,736 ANC",$8.31,$0.11,"1,000,000,000 ANC",7.1113
906,ANGLE ANGLE ANGLE,$0.144792,0.0%,1.0%,-5.9%,"$127,667","$16,551,207","13,237,881 ANGLE",$7.21,$0.09,"1,000,000,000 ANGLE",1.0287
138,Ankr ANKR ANKR,$0.070629890934,0.008,0.01,-0.081,"$27,095,591","$576,076,926","8,162,899,378 ANKR",$0.23,$0.00,"10,000,000,000 ANKR",0.01258
339,Ankr Reward-Bearing Staked ETH AETHC AETHC,"$2,594.64",0.9%,0.8%,-4.4%,"$912,374","$140,714,720","29,330 aETHc","$32,076.86",$0,"29,330.03 aETHc",587.76
948,AntiMatter MATTER MATTER,$0.435595,0.0%,2.5%,57.0%,"$1,813,701","$14,410,659","31,301,449 MATTER",$5.99,$0.05,"100,000,000 MATTER",1.747
25,ApeCoin APE APE,$22.01,-0.014,0.12,0.309,"$2,311,073,708","$6,280,133,319","284,843,750 APE",$39.40,$1.00,"1,000,000,000 APE",7.3721
172,APENFT NFT NFT,$0.000001561712,0.01,0.009,-0.059,"$102,890,099","$431,876,083","277,080,562,500,000 NFT",$0.00,$0.00,"999,990,000,000,000 NFT",0.0000038
691,ApeSwap BANANA BANANA,$0.311726,-0.003,0.037,-0.151,"$864,282","$35,998,388","105,843,378 BANANA",$11.80,$0.13,"105,843,378 BANANA",1.31
265,API3 API3 API3,$4.02,0.008,0.002,-0.246,"$27,623,904","$209,028,003",,$10.31,$1.24,"110,978,134 API3",2.03
931,Apollo APL APL,$0.001037658908,0.0%,3.0%,-3.7%,"$978,695","$15,090,037","21,165,096,531 APL",$0.06,$0.00,"21,165,096,531 APL",0.0016
650,Apollo DAO APOLLO APOLLO,$1.90,0.025,-0.002,0.173,"$1,004,871","$42,058,018","5,000,000 APOLLO",$2.38,$0.08,"100,000,000 APOLLO",1.87
663,ApolloX APX APX,$0.075425806516,-0.002,-0.025,-0.073,"$2,479,599","$40,248,663","528,353,359 APX",$0.25,$0.04,"4,168,952,331.55 APX",0.048
328,Aragon ANT ANT,$3.89,0.6%,2.2%,-10.7%,"$16,314,211","$148,019,612","39,609,523 ANT",$14.79,$0.29,"39,609,523.81 ANT",2.64
985,Arcblock ABT ABT,$0.132985,-0.1%,1.2%,-8.2%,"$1,803,108","$13,123,075","98,554,305 ABT",$1.66,$0.05,"186,000,000 ABT",1.20
775,Ardana DANA DANA,$1.66,0.1%,0.5%,-9.6%,"$163,565","$27,129,061","20,031,250 DANA",$10.84,$0.71,"125,000,000 DANA",6.55
264,Ardor ARDR ARDR,$0.210584,-0.001,0.004,-0.032,"$7,087,646","$210,217,202","998,999,495 ARDR",$2.55,$0.01,"998,999,495 ARDR",0.032
870,Arianee ARIA20 ARIA20,$0.702606,-0.5%,4.7%,8.8%,"$14,930.36","$19,319,226","27,444,281 ARIA20","$17,605.52",$0.29,"200,000,000 ARIA20",0.69
831,Ariva ARV ARV,$0.000300047052,0.6%,-0.6%,-7.1%,"$2,879,031","$21,793,535","72,553,169,190 ARV",$0.00,$0.00,"93,640,000,000 ARV",0.000030
318,Ark ARK ARK,$0.939634,-0.2%,0.9%,-13.0%,"$3,187,619","$154,813,129","136,979,515 ARK",$10.91,$0.03,"161,278,856 ARK",0.068
81,Arweave AR AR,$26.35,0.005,-0.003,-0.116,"$21,969,824","$1,323,162,957","33,394,701 AR",$90.94,$0.49,"63,190,435 AR",0.877
327,AscendEx Token ASD ASD,$0.199480,-0.1%,0.4%,-4.7%,"$2,299,942","$148,210,077","660,615,274 ASD",$3.26,$0.01,"780,615,274 ASD",
994,Asch XAS XAS,$0.105677,?,?,?,?,"$12,792,136","93,355,331 XAS","$9,859.07",$0.00,"114,855,331 XAS",0.0174
146,Astar ASTR ASTR,$0.169700,0.001,0.079,-0.208,"$77,474,438","$561,313,930","3,402,582,645 ASTR",$0.34,$0.04,"7,000,000,000 ASTR",0.23
176,Astroport ASTRO ASTRO,$3.17,0.018,0.064,-0.108,"$7,405,909","$401,630,644","110,000,000 ASTRO",$4.12,$0.09,"1,000,000,000 ASTRO",1.79
949,Atari ATRI ATRI,$0.009559054996,-5.7%,4.4%,-20.3%,"$76,135.22","$14,397,537","1,481,092,185 ATRI",$0.80,$0.00,"1,975,082,183 ATRI",0.25
758,Atletico Madrid Fan Token ATM ATM,$4.78,-0.1%,5.2%,-7.4%,"$7,362,641","$28,841,703","2,086,980 ATM",$61.12,$1.90,"10,000,000 ATM",4.39
119,Audius AUDIO AUDIO,$1.10,0.016,0.026,-0.15,"$47,517,420","$680,808,898","713,381,683 AUDIO",$4.99,$0.08,"1,097,658,974 AUDIO",0.23
419,Augur REP REP,$13.53,0.2%,3.7%,-2.8%,"$18,066,626","$94,068,812","11,000,000 REP",$123.24,$0.78,"11,000,000 REP",2.07
276,Aurora AURORA AURORA,$8.35,0.002,0.02,-0.247,"$2,960,876","$195,236,890","23,580,328 AURORA",$35.43,$3.31,"1,000,000,000 AURORA",8.94
480,Aurory AURY AURY,$7.77,-0.0%,-2.5%,-16.0%,"$1,946,886","$73,752,568","9,600,000 AURY",$23.32,$5.24,"100,000,000 AURY",14.02
790,Aurox Token URUS URUS,$56.31,0.2%,2.2%,-13.5%,"$1,639,750","$25,729,401","521,929 URUS","$1,227.72",$4.95,"1,000,000 URUS",13.64
468,Automata ATA ATA,$0.349401,1.2%,4.1%,-9.9%,"$4,902,760","$79,520,654","172,252,000 ATA",$2.55,$0.13,"1,000,000,000 ATA",1.15
13,Avalanche AVAX AVAX,$68.16,0.002,-0.023,-0.13,"$460,578,096","$18,357,545,421","268,971,877 AVAX",$146.22,$2.79,"395,891,289.91 AVAX",4.56
524,Avalaunch XAVA XAVA,$2.75,0.9%,-3.6%,-13.8%,"$687,419","$61,566,685","14,538,635 XAVA",$20.20,$0.42,"100,000,000 XAVA",2.36
873,Aventus AVT AVT,$2.17,0.2%,-6.2%,-13.0%,"$385,934","$19,103,473","6,000,000 AVT",$11.09,$0.03,"10,000,000 AVT",2.54
557,AVINOC AVINOC AVINOC,$0.332288,0.3%,3.5%,-7.4%,"$1,321,334","$55,348,341","389,244,472 AVINOC",$0.48,$0.00,"1,000,000,000 AVINOC",0.032
42,Axie Infinity AXS AXS,$38.43,0.006,0.001,-0.168,"$313,412,839","$2,987,439,075","60,907,500 AXS",$165.37,$0.12,"270,000,000 AXS",0.13
640,Axion AXN AXN,$0.000028333496,0.001,0.024,-0.07,"$1,134.84","$43,431,003",,$0.00,$0.00,"86,862,269,571.82 AXN",0.0021
189,Baby Doge Coin BABYDOGE BABYDOGE,$0.000000002150,0.003,0.018,-0.146,"$7,250,279","$342,037,488","154,334,184,605,719,008 BabyDoge",$0.00,$0,"231,942,258,692,909,000 BabyDoge",0.000000000162
441,Badger DAO BADGER BADGER,$8.72,0.1%,1.2%,-4.1%,"$4,930,804","$87,007,317","12,539,396 BADGER",$89.50,$2.77,"21,000,000 BADGER",3.64
344,BakerySwap BAKE BAKE,$0.709431,0.1%,3.2%,-12.8%,"$36,355,797","$136,540,189","193,529,485 BAKE",$8.48,$0.01,"289,770,788.01 BAKE",0.074
320,Balancer BAL BAL,$14.28,0.3%,0.0%,-9.7%,"$34,892,334","$154,227,506","6,943,831 BAL",$74.77,$7.88,"35,725,000 BAL",12.45
844,Banana BANANA BANANA,$4.55,0.2%,-1.3%,-20.2%,"$34,292.23","$20,932,246","4,347,932 BANANA",$12.77,$2.57,"4,347,932 BANANA",10.11
907,Banano BAN BAN,$0.012194304232,1.4%,0.2%,-15.0%,"$45,999.17","$16,460,192","1,352,945,769 BAN",$0.06,$0.00,"1,918,969,224.68",0.0045
141,Bancor Network Token BNT BNT,$2.17,-0.003,0.015,-0.051,"$29,811,208","$572,470,090","268,335,709 BNT",$23.73,$0.12,"268,335,709.19 BNT",3.39
326,Band Protocol BAND BAND,$3.60,1.6%,5.6%,-8.8%,"$16,196,554","$149,721,715","35,191,821 BAND",$23.19,$0.20,"100,000,000 BAND",0.8036
621,BarnBridge BOND BOND,$6.93,0.003,0.026,-0.11,"$34,779,374","$45,856,858","6,698,278 BOND",$185.93,$3.13,"10,000,000 BOND",137.54
100,Basic Attention Token BAT BAT,$0.669618,0.005,0.009,-0.117,"$54,615,462","$1,005,176,917","1,498,036,246 BAT",$1.92,$0.07,"1,500,000,000 BAT",0.23
709,BEAM BEAM BEAM,$0.300169,-0.1%,0.7%,-16.8%,"$3,581,954","$33,904,445","114,175,240 BEAM",$3.18,$0.10,"114,175,240 BEAM",0.94
388,Beefy.Finance BIFI BIFI,"$1,421.35",-0.2%,4.3%,-6.6%,"$1,218,956","$110,865,686","72,000 BIFI","$3,620.35",$0,"80,000 BIFI",10.41
802,Beethoven X BEETS BEETS,$0.303402,-0.5%,-1.7%,-32.3%,"$1,102,088","$24,570,938",0 BEETS,$1.41,$0.09,"62,607,897 BEETS",1.23
347,Beldex BDX BDX,$0.089736114122,0.1%,2.3%,-0.6%,"$1,072,410","$134,604,171","2,973,120,858 BDX",$0.17,$0.01,"9,903,120,858 BDX",0.072
632,Bella Protocol BEL BEL,$0.801441,-0.002,0.036,-0.086,"$4,533,504","$44,906,850","48,000,000 BEL",$10.03,$0.22,"100,000,000 BEL",3.02
246,BENQI Liquid Staked AVAX SAVAX SAVAX,$68.63,-0.002,-0.027,-0.122,"$5,319,424","$226,957,143",,$103.24,$21.92,0.00 SAVAX,0.058
699,BEPRO Network BEPRO BEPRO,$0.004113358940,0.022,0.018,-0.159,"$927,866","$34,932,147","6,764,991,106 BEPRO",$0.05,$0.00,"10,000,000,000 BEPRO",0.0014
346,Beta Finance BETA BETA,$0.354056,0.4%,2.1%,-10.3%,"$9,185,251","$136,036,390","401,666,667 BETA",$4.63,$0.06,"1,000,000,000 BETA",3.17
335,Bezoge Earth BEZOGE BEZOGE,$0.000000003228,-0.6%,7.7%,-27.5%,"$496,292","$141,932,752","43,684,567,972,551,832 BEZOGE",$0.00,$0,0.00 BEZOGE,
330,Biconomy BICO BICO,$1.20,0.2%,0.4%,-17.9%,"$21,170,648","$146,189,644","123,070,352 BICO",$21.87,$0.36,"1,000,000,000 BICO",16.84
324,Bifrost BFC BFC,$0.139764,-5.7%,4.7%,-3.7%,"$4,103,599","$148,858,632","1,110,129,497 BFC",$0.80,$0.02,"2,368,584,073 BFC",0.041
947,BigShortBets BIGSB BIGSB,$1.56,-0.3%,-1.0%,6.7%,"$10,037.74","$14,521,978","7,493,644 BIGSB",$1.99,$0,"99,996,834 BIGSB",0.77
14,Binance USD BUSD BUSD,$1.00,0.001,0.002,0.001,"$4,472,479,462","$17,436,432,718","17,238,065,696 BUSD",$1.11,$0.89,"17,238,065,695.54 BUSD",1
943,Birake BIR BIR,$0.136290,0.2%,4.1%,-1.6%,"$7,618.14","$14,642,181","104,109,033 BIR",$0.33,$0.00,"108,129,249.75 BIR",0.20
200,Biswap BSW BSW,$1.34,0.024,0.093,0.105,"$292,757,048","$318,573,353","220,490,009 BSW",$2.13,$0.27,"257,904,694 BSW",0.74
201,Biswap BSW BSW,$1.33,0.004,0.078,0.096,"$290,958,607","$316,111,387","220,490,009 BSW",$2.13,$0.27,"257,904,694 BSW",0.74
992,Bitcoin 2 BTC2 BTC2,$0.721374,0.2%,2.2%,1.6%,$49.37,"$12,963,981","17,954,211 BTC2",$36.93,$0.01,"17,954,210.59 BTC2",0.42
1,Bitcoin BTC BTC,"$40,197.89",0.006,0.026,-0.029,"$30,631,124,849","$766,249,695,918","19,036,168 BTC","$68,789.63",$65.53,"19,036,168 BTC",113.57
28,Bitcoin Cash BCH BCH,$310.37,0.005,0.008,-0.061,"$347,071,517","$5,925,289,774","19,060,563 BCH","$4,355.62",$75.08,"19,060,562.5 BCH",384.77
548,Bitcoin Diamond BCD BCD,$0.305719,-0.1%,0.4%,-31.1%,"$1,412,020","$57,407,580","186,492,898 BCD",$104.84,$0.15,"189,492,897.95 BCD",45.14
149,Bitcoin Gold BTG BTG,$31.59,0.008,0.009,-0.096,"$23,735,849","$553,286,470",0 BTG,$43.81,$0.00,"20,000,000,000,000 BTG",115.82
74,Bitcoin SV BSV BSV,$79.30,0.001,0.018,-0.07,"$66,596,956","$1,514,033,507","19,055,414 BSV",$491.64,$36.87,"19,055,414.14 BSV",208.4
92,BitDAO BIT BIT,$1.26,0.007,0.021,-0.005,"$21,105,055","$1,158,889,934","586,278,943 BIT",$3.64,$0.83,"10,000,000,000 BIT",1.76
571,BitMart Token BMX BMX,$0.299752,-0.2%,-0.4%,-1.2%,"$2,138,907","$52,795,375","173,717,945 BMX",$0.43,$0.01,"640,881,615.96 BMX",0.053
431,Bitrue Coin BTR BTR,$0.229749,0.7%,-2.7%,-10.7%,"$10,877,627","$89,062,456","131,421,228 BTR",$0.74,$0.01,"801,307,097.35 BTR",0.089
530,BitShares BTS BTS,$0.022356445777,-1.0%,4.1%,-2.5%,"$5,464,997","$60,691,707","2,994,590,000 BTS",$0.92,$0.00,"2,994,590,000 BTS",0.0089
64,BitTorrent BTT BTT,$0.000001781770,0.004,0.004,-0.062,"$60,522,573","$1,655,085,344","929,275,160,714,000 BTT",$0.00,$0.00,"990,000,000,000,000 BTT",0.000002723
888,Block Ape Scissors BAS BAS,$0.371303,0.1%,1.1%,-14.2%,"$45,995.32","$18,386,310","49,345,737 BAS",$2.07,$0.07,"100,000,000 BAS",0.02008
626,Bluzelle BLZ BLZ,$0.141880,0.002,0.021,-0.127,"$2,793,336","$45,684,375","324,643,883 BLZ",$0.91,$O.OO6067,"500,000,000 BLZ",0.63
4,BNB BNB BNB,$406.23,0.004,0.04,-0.029,"$2,084,659,623","$68,478,256,113","163,276,975 BNB",$690.93,$0.10,"163,276,974.63 BNB",0.10
295,Boba Network BOBA BOBA,$1.12,0.004,0.04,-0.191,"$2,352,952","$178,567,923",0 BOBA,$0.00,$0.00,"1,000,000,000,000 BOBA",4.46
657,Bone ShibaSwap BONE BONE,$0.572314,0.001,0.004,-0.032,"$1,884,751","$41,247,133","6,975,300 BONE",$41.67,$0.29,"158,797,646.31 BONE",0.94
498,Bonfida FIDA FIDA,$1.22,0.4%,0.7%,-16.3%,"$3,029,097","$69,370,797","44,729,964 FIDA",$59.61,$0.35,"998,729,963.6 FIDA",0.40
564,BoringDAO [OLD] BOR BOR,$339.75,0.9%,-2.8%,-1.8%,"$17,342.67","$54,184,978","143,642 BOR","$2,453.12",$0,"200,000 BOR",138.33
726,BoringDAO BORING BORING,$0.032809059293,-0.2%,-7.4%,-5.5%,"$522,423","$32,330,334","459,843,082 BORING",$0.15,$0.01,"494,873,142.87 BORING",0.018
538,Boson Protocol BOSON BOSON,$0.771820,2.0%,-0.0%,-17.7%,"$1,475,436","$58,999,868","79,898,166 BOSON",$6.93,$0.30,"200,000,000 BOSON",4.12
430,Bounce AUCTION AUCTION,$12.34,0.2%,1.1%,-11.7%,"$3,627,108","$89,105,980","2,083,956 AUCTION",$70.56,$3.74,"2,083,955.6 AUCTION",19.25
971,Bridge$ BRG.X BRG.X,$0.193356,0.6%,-2.5%,5.9%,"$44,096.94","$13,633,006",0 BRG.X,$0.54,$0.04,"100,000,000 BRG.X",0.0088
757,BSCPAD BSCPAD BSCPAD,$0.369097,0.1%,-3.5%,-30.4%,"$998,083","$29,243,571","79,211,621 BSCPAD",$7.44,$0.21,"175,600,000 BSCPAD",3.9
321,BTSE Token BTSE BTSE,$7.50,1.1%,-0.0%,0.1%,"$3,099,031","$152,861,726","4,354,711 BTSE",$9.22,$0.64,"165,904,711 BTGE",1.20
846,BTU Protocol BTU BTU,$0.262414,0.5%,3.8%,-23.3%,"$1,536.63","$20,993,106","90,514,216 BTU",$2.67,$0.03,"100,000,000 BTU",0.18
827,BUX Token BUX BUX,$0.340706,-1.3%,3.3%,-6.9%,"$472,496","$22,096,161","57,904,773 BUX",$0.83,$0.04,"76,384,000 BUX",0.061
543,Bytecoin BCN BCN,$0.000129646981,0.9%,1.4%,-9.2%,"$5,328.79","$58,425,443","184,066,828,814 BCN",$0.03,$0.00,"184,066,828,814.06 BCN",0.000058
688,Bytom BTM BTM,$0.020648232178,-0.002,0.021,-0.122,"$1,012,946","$36,176,215","1,658,681,244 BTM",$1.17,$0.01,"1,755,486,600 BTM",0.18
997,BYTZ BYTZ BYTZ,$0.001419419620,0.2%,-10.3%,-29.5%,"$11,416.94","$12,632,718","8,456,888,000 BYTZ",$0.01,$0.00,"13,843,636,317 BYTZ",0.0052
847,Carbon Protocol SWTH SWTH,$0.012055653139,0.2%,-2.8%,-27.4%,"$63,166.51","$20,757,989","1,622,240,985 SWTH",$0.10,$0.00,"1,719,507,587.73 SWTH",
9,Cardano ADA ADA,$0.847630,0.008,0.011,-0.096,"$760,060,711","$27,208,808,295","33,752,565,071 ADA",$3.10,$0.02,"34,277,702,081.6 ADA",
769,CargoX CXO CXO,$0.168947,0.1%,32.6%,-25.1%,"$157,702","$28,228,636","207,558,157 CXO",$0.51,$0,"215,119,015.62 CXO",
485,Carry CRE CRE,$0.008272185708,1.2%,2.1%,-8.4%,"$9,020,703","$72,629,116","8,790,810,727 CRE",$0.08,$0.00,"10,000,000,000 CRE",
298,Cartesi CTSI CTSI,$0.310746,0.002,0.026,-0.119,"$11,430,035","$174,777,372","566,817,271 CTSI",$1.75,$0.03,"1,000,000,000 CTSI",
202,Casper Network CSPR CSPR,$0.066790589790,0.003,-0.063,-0.13,"$14,496,635","$315,619,572","4,843,804,166 CSPR",$1.36,$0.03,"10,894,148,439 CSPR",
676,CateCoin CATE CATE,$0.000001123149,0.014,0.054,-0.162,"$155,641","$38,119,547","32,637,761,699,941 CATE",$0.00,$0,"88,512,220,866,224 CATE",
206,CEEK Smart VR Token CEEK CEEK,$0.417738,0,0.015,-0.145,"$6,301,822","$309,095,126","796,076,729 CEEK",$1.20,$0.00,"1,000,000,000 CEEK",
233,Celer Network CELR CELR,$0.042942406905,0.007,0.007,-0.158,"$54,308,806","$241,587,990","6,940,278,297 CELR",$0.20,$0.00,"10,000,000,000 CELR",
801,Cellframe CELL CELL,$0.852896,5.8%,7.7%,-10.4%,"$686,850","$24,550,600","28,742,324 CELL",$13.19,$0.31,"29,735,000 CELL",
90,Celo CELO CELO,$2.82,0.004,0.01,-0.143,"$44,116,863","$1,222,728,873","439,191,694 CELO",$10.66,$0.80,"1,000,000,000 CELO",
487,Celo Dollar CUSD CUSD,$0.993519,0.1%,0.2%,0.1%,"$725,980","$71,930,298","61,500,403 CUSD",$2.88,$0.33,"61,500,402.96 CUSD",
667,Celo Euro CEUR CEUR,$1.04,0.001,0.018,-0.021,"$162,474","$39,075,790","40,029,840 CEUR",$1.30,$0,"40,029,839.69 CEUR",
106,Celsius Network CEL CEL,$2.10,-0.003,-0.011,-0.054,"$1,511,252","$886,541,544","238,863,520 CEL",$8.02,$0.02,"695,658,160 CEL",
999,Chain Guardians CGG CGG,$0.249801,-0.4%,-0.9%,-17.2%,"$167,782","$12,518,626","61,478,209 CGG","$1,022.10",$0.12,"120,000,000 CGG",
27,Chainlink LINK LINK,$12.76,0.005,0.004,-0.091,"$403,447,832","$5,968,069,031","467,009,550 LINK",$52.88,$0.13,"1,000,000,000 LINK",
241,Chia XCH XCH,$61.08,-0.002,-0.001,-0.08,"$7,002,140","$231,887,455","4,020,263 XCH","$1,934.51",$32.65,"25,020,263 XCH",
94,Chiliz CHZ CHZ,$0.204837,0.006,0.018,-0.093,"$140,373,384","$1,096,850,409","6,000,378,917 CHZ",$0.89,$0.00,"8,888,888,888 CHZ",
240,Chromia CHR CHR,$0.415181,-0.022,0.089,-0.035,"$148,995,214","$235,185,786","567,369,439 CHR",$1.50,$0.01,"471,970,667.47 CHR",
659,chrono.tech TIME TIME,$57.59,-0.003,0.028,-0.071,"$90,814.03","$40,998,180","710,112 TIME",$550.73,$0.38,"710,112.81 TIME",
568,Circuits of Value COVAL COVAL,$0.029752341004,1.1%,-0.2%,-16.6%,"$459,253","$53,041,048","1,786,735,979 COVAL",$133.01,$0.00,"1,786,752,135.91 COVAL",
287,Civic CVC CVC,$0.276617,0.011,0.015,-0.084,"$19,882,912","$185,014,516","670,000,000 CVC",$1.66,$0.01,"1,000,000,000 CVC",
670,Civilization CIV CIV,$0.130032,0.005,0.042,0.038,"$1,629,960","$39,011,843","300,000,000 CIV",$0.30,$0.04,"300,000,000 CIV",
461,Clover Finance CLV CLV,$0.310435,-0.4%,2.8%,-9.7%,"$18,362,785","$81,080,819","260,975,397 CLV",$2.17,$0.10,"1,000,000,000 CLV",
631,Coin of the champions COC COC,$0.000000445658,0.006,0.064,-0.113,"$18,312.90","$44,928,399",,$0.00,$0.00,"999,698,337,773,294 COC",
232,Coin98 C98 C98,$1.33,-0.003,0.03,-0.151,"$19,536,289","$246,230,590","185,000,000 C98",$6.42,$0.35,"1,000,000,000 C98",
239,CoinEx Token CET CET,$0.064477855257,0.002,0.011,-0.008,"$644,928","$235,467,709","708,633,582 CET",$0.15,$0.00,"3,830,645,898 CET",
